lat,lon,elev,tot_ant_abund,tot_nat_sp_rich,tot_non_nat_sp_rich,n_of_samp_ev,tot_n_of_tran,len,wid,plot_transect_separation,pitfall_n,pitfall_surface_area,pitfall_spacing,pitfall_duration,baits_n,bait_stations_n,baits_spacing,baits_duration,winkler_n,winkler_spacing,berlese_n,tot_litter_sample_vol,tot_litter_sample_area,batch,mtd_baits,mtd_baits_hand_collecting,mtd_hand_collecting,mtd_pitfall,mtd_pitfall_baits,mtd_pitfall_baits_berlese_hand_collecting,mtd_pitfall_hand_collecting,mtd_pitfall_winkler,mtd_winkler,mtd_desc_30_pitfall_traps_50ml_centrifuge_tubes_in_a_grid_of_5_by_6_traps_all_traps_separated_by_20m,mtd_desc_a_single_winkler_was_conducted_in_a_square_meter,mtd_desc_ants_were_sampled_using_6_5_cm_diameter_pitfall_traps_partly_filled_with_ethylene_glycol_as_a_preservative_at_each_site_a_5_x_3_grid_of_traps_with_10_m_spacing_was_operated_for_a_5_day_period,mtd_desc_at_each_2nd_order_point_a_4m_x_4m_quadrat_was_laid_out_the_2nd_order_point_itself_was_at_the_centre_of_this_quadrat_unless_a_path_fallen_tree_or_vegetation_too_thick_for_collecting_fell_across_the_quadrat_area_in_these_cases_the_quadrat_was_moved_as_close_to_the_2nd_order_point_as_possible_whilst_making_sampling_feasible_the_northern_edge_of_the_quadrat_always_ran_east_west_within_each_square_metre_of_the_plot_a_soil_pit_was_dug_soil_pits_were_circular_with_a_12cm_diameter_and_were_10cm_deep_soil_was_removed_from_these_pits_and_searched_for_ants_for_10_person_minutes_large_dead_wood_inside_the_quadrat_was_also_surveyed_one_sample_was_taken_per_linear_metre_of_dead_wood_davies_et_al_2003_additionally_bark_was_removed_and_holes_in_the_wood_were_investigated_all_ants_found_in_dead_wood_in_this_manner_were_collected_all_specimens_were_stored_in_80_ethanol_this_sampling_procedure_gave_a_minimum_of_16_samples_soil_pits_per_quadrat_with_a_varying_number_of_additional_wood_samples,mtd_desc_bait_traps_were_used_at_each_site_to_collect_ground_foraging_ants_in_order_to_attract_and_collect_a_wide_array_of_ant_species_we_used_two_bait_types_placed_inside_individual_glass_test_tubes_oilrich_carbohydrate_shortbread_cookie_crumbs_and_protein_hot_dog_pieces_and_three_collection_times_15_30_and_45_min_the_use_of_cookie_crumbs_may_allow_less_dominant_species_to_remain_at_baits_with_dominant_species_and_the_use_of_time_intervals_may_allow_collection_of_both_quick_recruiters_and_those_that_are_slower_to_recruit_but_may_eventually_dominate_the_bait_bestelmeyer_et_al_2000_at_each_site_60_baits_were_arranged_linearly_into_groups_of_six_three_carbohydrate_and_three_protein_such_that_each_group_was_placed_10_m_from_the_next_baits_within_each_group_were_arranged_hexagonally_with_1m_spacing_two_previously_designated_baits_from_each_group_one_carbohydrate_and_one_protein_were_collected_at_each_of_the_three_collection_times,mtd_desc_each_site_was_sampled_with_five_pitfall_traps_arranged_in_the_shape_of_a_5_on_a_die_separated_by_20_m_on_a_side_pitfall_traps_consisted_of_50_ml_centrifuge_tube_filled_with_a_water_alcohol_glycerol_solution_and_left_open_for_5_days_all_sampling_occurred_during_29_may_17_june_2008,mtd_desc_not_enough_samples,mtd_desc_pit_traps_were_plastic_containers_with_a_diameter_of_10_cm_and_volume_of_0_5_l_filled_with_a_preservative_mixture_consisting_of_80_water_19_ethylene_glycol_1_glacial_acetic_acid_and_a_trace_of_detergent_10_pit_traps_were_placed_haphazardly_throughout_each_sample_site_the_spread_of_pit_traps_over_a_large_area_was_designed_to_sample_a_range_of_the_spatial_variation_of_ant_assemblages_present_at_a_particular_distance_from_water_regional_fauna_rather_than_to_get_a_more_intensive_sample_from_a_smaller_area_community_as_is_typical_of_the_design_of_most_studies_sampling_ants_the_contents_of_all_ten_pit_traps_were_combined_in_the_field,hab_annual_grassland,hab_coastal_scrub,hab_desert_scrub,hab_grassland,hab_jarrah_forest,hab_mediterranean_woodland_1,hab_mixed_chaparral,hab_road_side_median_strip,hab_secondary_forest,hab_temperate_forest,hab_tropical_rainforest,hab_tropical_savanna,hab_urban,hab_semi_arid_savanna,hab_woodland_1,disturb_disturbed,disturb_transformed,disturb_undisturbed,disturb_type_1_cropping_mix,disturb_type_1_cropping_perennial,disturb_type_1_fire_anthropogenic,disturb_type_1_fire_natural,disturb_type_1_forestry_introduced,disturb_type_1_forestry_native,disturb_type_1_grazing,disturb_type_1_mining,disturb_type_1_other,disturb_type_1_restoration,disturb_type_1_urban_recreation,disturb_type_2_fire_anthropogenic,hab_desc_road_side_median_strip,hab_desc_urban_areas,target
0.32165076581739527,2.8714005104193667,0.480171523857609,0.159229724203234,0.23791395405145868,0.0,0.10116631922498419,1.3308955027368032,0.31717102688560694,1.6876452016192243,0.2339970602975271,1.8640217620804562,1.428426887417071,0.6876408462786809,0.3786679580797902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
0.32165076581739527,2.8714005104193667,0.480171523857609,0.1137355172880243,0.19033116324116708,0.0,0.10116631922498419,1.0647164021894426,0.31717102688560694,1.6876452016192243,0.2339970602975271,1.491217409664365,1.428426887417071,0.6876408462786809,0.3786679580797902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
0.32165076581739527,2.8714005104193667,0.480171523857609,0.2815683126707369,0.1936820640024552,0.0,0.10116631922498419,1.4639850530104837,0.31717102688560694,1.6876452016192243,0.2339970602975271,2.050423938288502,1.428426887417071,0.6876408462786809,0.3786679580797902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
1.485289421738034,2.7127376834863997,0.7947666601781116,0.07731098880270579,0.2292016120721096,0.1408740323460359,0.0,0.1330895502736803,1.0024000002103473,1.2968540787322769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2550307230387007,0.0,0.0,0.0,0.1025422773510119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Asia
1.485289421738034,2.7127376834863997,0.7947666601781116,0.14969343852293038,0.40478881196360883,0.1408740323460359,0.02023326384499688,0.1330895502736803,1.7761577505593986,0.0337529040323844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0201228921548033,0.3734391382472152,0.0,0.0,0.1025422773510119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Asia
0.95758113406887,3.001603192771232,0.4470562463501876,0.33234101410623695,0.12063242740637349,0.7043701617301795,0.10116631922498419,0.1330895502736803,0.2410499804330613,0.0337529040323844,0.0,1.3980163215603425,0.017731886251720397,0.2750563385114724,0.13523855645706798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
0.95758113406887,3.001603192771232,0.4470562463501876,0.33234101410623695,0.1407378319741024,0.7043701617301795,0.10116631922498419,0.1330895502736803,0.2410499804330613,0.0337529040323844,0.0,1.3980163215603425,0.017731886251720397,0.2750563385114724,0.13523855645706798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
0.95758113406887,3.001603192771232,0.4470562463501876,0.33234101410623695,0.06701801522576298,0.7043701617301795,0.10116631922498419,0.1330895502736803,0.2410499804330613,0.0337529040323844,0.0,1.3980163215603425,0.017731886251720397,0.2750563385114724,0.13523855645706798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
0.8764983368524017,2.95043443108535,0.7318476329140111,0.03499554378093059,0.05629513278964099,0.0,0.0,0.2661791005473607,0.31717102688560694,1.6876452016192243,0.2339970602975271,0.233002720260057,0.017731886251720397,0.6876408462786809,0.05409542258282718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
0.8754931782092225,2.95073192388585,0.7450937439169796,0.03998240876971318,0.05629513278964099,0.0,0.0,0.2661791005473607,0.31717102688560694,1.6876452016192243,0.2339970602975271,0.233002720260057,0.017731886251720397,0.6876408462786809,0.05409542258282718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Oceania
